uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs
parser/code_parser.py:get_list_function_stats,get_list_function_stats,function,6,12,11,150,12.5,0,1,['file_path'],[None],[None],347,"['    """"""The function use to get functions stars\n', '    Args:\n', '        IN: file_path         - the file path input\n', '        OUT: Dataframe with bellow fields\n', '            uri:   path1/path2/filename.py:function1\n', '            name: function1\n', '            n_lines\n', '            n_words\n', '            n_words_unqiue\n', '            n_characters\n', '            avg_char_per_word = n_charaecter / n_words\n', '            n_loop  : nb of for, while loop\n', '            n_ifthen  : nb of if_then\n', '        \n', '        **** return None if no function in file\n', '    Example Output:\n', '            uri                                 name  n_variable  n_words  n_words_unique  n_characters  avg_char_per_word  n_loop  n_ifthen\n', '        0   d:\\Project\\job\\test2\\zz936\\parser/test/test2.p...     prepare_target_and_clean_up_test           8       92              32           535           5.815217       0         0\n', '        1   d:\\Project\\job\\test2\\zz936\\parser/test/test2.p...                 clean_up_config_test           6       55              19           241           4.381818       0         1\n', '        2   d:\\Project\\job\\test2\\zz936\\parser/test/test2.p...         check_default_network_config          22      388              74           955           2.461340       1         5\n', '        3   d:\\Project\\job\\test2\\zz936\\parser/test/test2.p...                     check_module_env           9      250              54           553           2.212000       1         1\n', '        4   d:\\Project\\job\\test2\\zz936\\parser/test/test2.p...     provision_certificates_to_target           7      101              29           384           3.801980       0         3\n', '        5   d:\\Project\\job\\test2\\zz936\\parser/test/test2.p...            config_session_connection           2       14               8            97           6.928571       0         0\n', '        6   d:\\Project\\job\\test2\\zz936\\parser/test/test2.p...  config_cipher_suite_and_tcps_action           8      101              30           335           3.316832       0         3\n', '    """"""\n']"
parser/code_parser.py:get_stats,get_stats,function,16,68,46,652,9.59,0,0,"['df', 'file_path']","['pd.DataFrame', 'str']","[None, None]",383,"['    """""" Calculate stats from datafaframe\n', '    Args:\n', '        df: pandas DataFrame\n', '\n', '    Returns:\n', '        pandas DataFrame\n', '\n', '    """"""\n']"
parser/code_parser.py:get_file_stats,get_file_stats,function,11,21,19,244,11.62,1,0,['file_path'],[None],[None],412,"['    """"""The function use to get file stars\n', '    Args:\n', '        IN: file_path         - the file path input\n', '        OUT: Dict of file stars\n', '    Example Output:\n', '        {\n', '            ""total_functions"": 22,\n', '            ""avg_lines"" : 110.2,\n', '            ""total_class"": 3\n', '        }\n', '    """"""\n']"
parser/code_parser.py:_get_words,_get_words,function,6,23,21,154,6.7,1,1,['row'],[None],[None],440,[]
parser/code_parser.py:_get_avg_char_per_word,_get_avg_char_per_word,function,1,9,9,76,8.44,0,0,['row'],[None],[None],450,[]
parser/code_parser.py:_validate_file,_validate_file,function,5,34,18,227,6.68,0,3,['file_path'],[None],[None],454,"['    """"""Check if the file is existed and it\'s a python file\n', '    """"""\n']"
parser/code_parser.py:_clean_data,_clean_data,function,10,75,27,699,9.32,3,9,['array'],[None],[None],469,"['    """"""Remove empty lines and comment lines start with #\n', '    """"""\n']"
parser/code_parser.py:_remove_empty_line,_remove_empty_line,function,2,7,7,37,5.29,0,1,['line'],[None],[None],512,[]
parser/code_parser.py:_remmove_commemt_line,_remmove_commemt_line,function,2,17,14,97,5.71,0,1,['line'],[None],[None],516,[]
parser/code_parser.py:_get_and_clean_all_lines,_get_and_clean_all_lines,function,5,11,8,124,11.27,0,1,['file_path'],[None],[None],522,"['    """"""Prepare all lines of the file\n', '    """"""\n']"
parser/code_parser.py:_get_all_line,_get_all_line,function,33,195,78,2107,10.81,7,10,['file_path'],[None],[None],532,[]
parser/code_parser.py:_get_all_lines_in_function,_get_all_lines_in_function,function,21,65,44,661,10.17,3,4,"['function_name', 'array', 'indentMethod']","[None, None, None]","[None, None, ""''""]",538,"['    """"""The function use to get all lines of the function\n', '    Args:\n', '        IN: function_name - name of the function will be used to get all line\n', '        IN: array         - list all lines of the file have this input function\n', '        OUT: list_lines   - Array of all line of this function\n', '        OUT: indent       - The indent of this function (this will be used for another calculation)\n', '    """"""\n']"
parser/code_parser.py:_get_all_lines_in_class,_get_all_lines_in_class,function,16,63,44,633,10.05,2,3,"['class_name', 'array']","[None, None]","[None, None]",583,"['    """"""The function use to get all lines of the class\n', '    Args:\n', '        IN: class_name    - name of the class will be used to get all line\n', '        IN: array         - list all lines of the file have this input class\n', '        OUT: list_lines   - Array of all line of this class\n', '    """"""\n']"
parser/code_parser.py:_get_all_lines_define_function,_get_all_lines_define_function,function,20,49,36,538,10.98,2,3,"['function_name', 'array', 'indentMethod']","[None, None, None]","[None, None, ""''""]",622,"['    """"""The function use to get all lines define_function\n', '    Args:\n', '        IN: function_name - name of the function will be used to get all line\n', '        IN: array         - list all lines of the file have this input function\n', '        OUT: list_lines   - Array of all line used to define the function\n', '        OUT: indent       - The indent of this function (this will be used for another calculation)\n', '    """"""\n']"
parser/code_parser.py:_get_define_function_stats,_get_define_function_stats,function,24,145,71,1337,9.22,4,8,['array'],[None],[None],659,"['    """"""The function use to get define function stats: arg_name, arg_type, arg_value\n', '    Args:\n', '        IN: array         - list all lines of function to get variables\n', '        OUT: function stats: arg_name, arg_type, arg_value\n', '    """"""\n']"
parser/code_parser.py:_get_function_stats,_get_function_stats,function,16,206,105,1958,9.5,4,11,"['array', 'indent']","[None, None]","[None, None]",720,"['    """"""The function use to get all lines of the function\n', '    Args:\n', '        IN: indent        - indent string\n', '        IN: array         - list all lines of function to get variables\n', '        OUT: list_var     - Array of all variables\n', '    """"""\n']"
parser/code_parser.py:export_stats_pertype,export_stats_pertype,function,9,46,22,381,8.28,0,4,"['in_path', 'type', 'out_path']","['str', 'str', 'str']","['None', 'None', 'None']",809,"['    """"""\n', '        python code_parser.py type <in_path> <type> <out_path>\n', '    Returns:\n', '\n', '    """"""\n']"
parser/code_parser.py:export_stats_perfile,export_stats_perfile,function,8,36,16,336,9.33,0,3,"['in_path', 'out_path']","['str', 'str']","['None', 'None']",835,"['    """"""\n', '        python code_parser.py  export_stats_perfile <in_path> <out_path>\n', '\n', '    Returns:\n', '\n', '    """"""\n']"
parser/code_parser.py:export_stats_perrepo,export_stats_perrepo,function,12,67,29,640,9.55,1,4,"['in_path', 'out_path']","['str', 'str']","['None', 'None']",859,"['    """""" \n', '        python code_parser.py  export_stats_perfile <in_path> <out_path>\n', '\n', '    Returns:\n', '        1  repo   --->  a single file stats for all sub-diractory\n', '    """"""\n']"
parser/code_parser.py:test_example,test_example,function,3,7,7,233,33.29,0,0,[],[],[],895,[]
parser/generate_md.py:create_markdown_function,create_markdown_function,function,17,63,53,600,9.52,1,0,"['uri', 'name', 'type', 'args_name', 'args_type', 'args_value', 'start_line']","[None, None, None, None, None, None, None]","[None, None, None, None, None, None, None]",5,[]
parser/generate_md.py:create_markdown_file,create_markdown_file,function,1,2,2,7,3.5,0,0,['list_info'],[None],[None],31,[]
parser/test/keys.py:prepare_target_and_clean_up_test,prepare_target_and_clean_up_test,function,8,40,30,535,13.38,0,0,"['target', 'prep_target']","[None, None]","[None, None]",376,"['    """"""Set up target init and clean up test config.""""""\n']"
parser/test/keys.py:clean_up_config_test,clean_up_config_test,function,6,17,17,241,14.18,0,1,"['target', 'prep_target']","[None, None]","[None, None]",396,"['    """"""Clean up configuration after testing.""""""\n']"
parser/test/keys.py:check_default_network_config,check_default_network_config,function,22,87,70,955,10.98,1,5,['target'],[None],[None],406,"['    """"""Check and set default network config.""""""\n']"
parser/test/keys.py:check_module_env,check_module_env,function,9,57,52,553,9.7,1,1,"['target', 'prep_target']","[None, None]","[None, None]",447,"['    """"""Verify information about module status and network status.""""""\n']"
parser/test/keys.py:provision_certificates_to_target,provision_certificates_to_target,function,7,37,28,384,10.38,0,3,"['target', 'auth', 'nist', 'root_ca_path', 'client_cert_path', 'client_key_path']","[None, None, None, None, None, None]","[None, None, None, None, None, None]",474,"['    """"""Provide certificates to target.""""""\n']"
parser/test/keys.py:config_session_connection,config_session_connection,function,2,7,7,97,13.86,0,0,"['target', 'prep_target', 'sid']","[None, None, None]","[None, None, '1']",491,"['    """"""Session configuration.""""""\n']"
parser/test/keys.py:config_cipher_suite_and_tcps_action,config_cipher_suite_and_tcps_action,function,8,34,27,335,9.85,0,3,"['target', 'auth', 'nist_value', 'profile_id', 'config_cipher', 'valid']","[None, None, None, None, None, None]","[None, None, None, '0', '1', '1']",495,"['    """"""Verify TCPS operations by using specified cipher suite.""""""\n']"
parser/test/keys.py:L_RTOS_KTCPTLS_0001,L_RTOS_KTCPTLS_0001,function,11,36,31,434,12.06,0,0,"['target', 'prep_target']","[None, None]","[None, None]",511,"['    """"""TCP over TLS: Server authentication.\n', '    No certificates loaded. Should not connect to server.\n', '    """"""\n']"
parser/test/keys.py:L_RTOS_KTCPTLS_0002,L_RTOS_KTCPTLS_0002,function,12,33,31,439,13.3,0,0,"['target', 'prep_target']","[None, None]","[None, None]",534,"['    """"""TCP over TLS: Server authentication.\n', '    Server Root CA loaded. Connects to server.\n', '    """"""\n']"
parser/test/keys.py:L_RTOS_KTCPTLS_0003,L_RTOS_KTCPTLS_0003,function,14,33,32,476,14.42,0,0,"['target', 'prep_target']","[None, None]","[None, None]",555,"['    """"""TCP over TLS: Server authentication.\n', '    Server Root CA, Client key, Client root CA loaded. Connects to\n', '    server.\n', '    """"""\n']"
parser/test/keys.py:L_RTOS_KTCPTLS_0004,L_RTOS_KTCPTLS_0004,function,11,32,29,411,12.84,0,0,"['target', 'prep_target']","[None, None]","[None, None]",576,"['    """"""TCP over TLS: Mutual authentication.\n', '    No certificates loaded. Should not connect to server.\n', '    """"""\n']"
parser/test/keys.py:L_RTOS_KTCPTLS_0005,L_RTOS_KTCPTLS_0005,function,12,32,30,426,13.31,0,0,"['target', 'prep_target']","[None, None]","[None, None]",596,"['    """"""TCP over TLS: Mutual authentication.\n', '    Server Root CA loaded. Should not connect to server.\n', '    """"""\n']"
parser/test/keys.py:L_RTOS_KTCPTLS_0006,L_RTOS_KTCPTLS_0006,function,13,32,31,445,13.91,0,0,"['target', 'prep_target']","[None, None]","[None, None]",616,"['    """"""TCP over TLS: Mutual authentication.\n', '    Server Root CA loaded. Client root CA loaded. Should not connect to\n', '    server.\n', '    """"""\n']"
parser/test/keys.py:L_RTOS_KTCPTLS_0014,L_RTOS_KTCPTLS_0014,function,14,30,29,480,16.0,0,0,"['target', 'prep_target']","[None, None]","[None, None]",637,"['    """"""TCP over TLS: Mutual authentication.\n', '    Server Root CA, Client root CA, Client key loaded. Connects to\n', '    server. Use Cipher(NIST Name): TLS-ECDHE-RSA-WITH-AES-128-GCM-SHA256\n', '    (AT+KSSLCRYPTO=0,8,1,8192,4,4,3).\n', '    """"""\n']"
parser/test/keys.py:L_RTOS_KTCPTLS_0016,L_RTOS_KTCPTLS_0016,function,14,30,29,482,16.07,0,0,"['target', 'prep_target']","[None, None]","[None, None]",659,"['    """"""TCP over TLS: Mutual authentication.\n', '    Server Root CA, Client root CA, Client key loaded. Connects to\n', '    server. Use Cipher(NIST Name): TLS-ECDHE-ECDSA-WITH-AES-128-GCM-\n', '    SHA256 (AT+KSSLCRYPTO=0,8,2,8192,4,4,3).\n', '    """"""\n']"
parser/test/keys.py:L_RTOS_KTCPTLS_0017,L_RTOS_KTCPTLS_0017,function,14,30,29,483,16.1,0,0,"['target', 'prep_target']","[None, None]","[None, None]",681,"['    """"""TCP over TLS: Mutual authentication.\n', '    Server Root CA, Client root CA, Client key loaded. Connects to\n', '    server. Use Cipher(NIST Name): TLS-ECDHE-ECDSA-WITH-AES-256-GCM-\n', '    SHA384 (AT+KSSLCRYPTO=0,8,2,16384,8,4,3).\n', '    """"""\n']"
parser/test/keys.py:L_RTOS_KTCPTLS_0018,L_RTOS_KTCPTLS_0018,function,14,30,29,473,15.77,0,0,"['target', 'prep_target']","[None, None]","[None, None]",703,"['    """"""TCP over TLS: Mutual authentication.\n', '    Server Root CA, Client root CA, Client key loaded. Connects to\n', '    server. Use Cipher(NIST Name): TLS-ECDHE-ECDSA-WITH-AES-128-CCM\n', '    (AT+KSSLCRYPTO=0,8,2,16,0,4,3).\n', '    """"""\n']"
parser/test/keys.py:L_RTOS_KTCPTLS_0019,L_RTOS_KTCPTLS_0019,function,14,30,29,473,15.77,0,0,"['target', 'prep_target']","[None, None]","[None, None]",725,"['    """"""TCP over TLS: Mutual authentication.\n', '    Server Root CA, Client root CA, Client key loaded. Connects to\n', '    server. Use Cipher(NIST Name): TLS-ECDHE-ECDSA-WITH-AES-256-CCM\n', '    (AT+KSSLCRYPTO=0,8,2,32,0,4,3).\n', '    """"""\n']"
parser/test/keys.py:L_RTOS_KTCPTLS_0020,L_RTOS_KTCPTLS_0020,function,14,30,29,476,15.87,0,0,"['target', 'prep_target']","[None, None]","[None, None]",747,"['    """"""TCP over TLS: Mutual authentication.\n', '    Server Root CA, Client root CA, Client key loaded. Connects to\n', '    server. Use Cipher(NIST Name): TLS-ECDHE-ECDSA-WITH-AES-128-CCM-8\n', '    (AT+KSSLCRYPTO=0,8,2,256,0,4,3).\n', '    """"""\n']"
parser/test/keys.py:L_RTOS_KTCPTLS_0021,L_RTOS_KTCPTLS_0021,function,14,30,29,476,15.87,0,0,"['target', 'prep_target']","[None, None]","[None, None]",769,"['    """"""TCP over TLS: Mutual authentication.\n', '    Server Root CA, Client root CA, Client key loaded. Connects to\n', '    server. Use Cipher(NIST Name): TLS-ECDHE-ECDSA-WITH-AES-256-CCM-8\n', '    (AT+KSSLCRYPTO=0,8,2,512,0,4,3).\n', '    """"""\n']"
parser/test/keys.py:L_RTOS_KTCPTLS_0022,L_RTOS_KTCPTLS_0022,function,31,163,125,1554,9.53,1,1,"['target', 'prep_target']","[None, None]","[None, None]",791,"['    """"""TCP over TLS: Module as Server.\n', '    Server certicate, Server key loaded.\n', '    """"""\n']"
parser/test/keys.py:BadSignatureError,BadSignatureError,class,0,1,1,4,4.0,0,0,[],[],[],14,[]
parser/test/keys.py:BadDigestError,BadDigestError,class,0,1,1,4,4.0,0,0,[],[],[],18,[]
parser/test/keys.py:VerifyingKey,VerifyingKey,class,84,301,189,3584,11.91,0,7,[],[],[],22,[]
parser/test/keys.py:SigningKey,SigningKey,class,104,381,237,4038,10.6,1,9,[],[],[],145,[]
parser/test/keys.py:VerifyingKey:__init__,VerifyingKey:__init__,method,2,11,11,100,9.09,0,1,"['self', '_error__please_use_generate']","[None, None]","[None, 'None']",23,[]
parser/test/keys.py:VerifyingKey:from_public_point,VerifyingKey:from_public_point,method,10,13,12,185,14.23,0,0,"['klass', 'point', 'curve', 'hashfunc']","[None, None, None, None]","[None, None, 'NIST192p', 'sha1']",29,[]
parser/test/keys.py:VerifyingKey:from_string,VerifyingKey:from_string,method,17,45,39,504,11.2,0,1,"['klass', 'string', 'curve', 'hashfunc', 'validate_point']","[None, None, None, None, None]","[None, None, 'NIST192p', 'sha1', 'True']",38,[]
parser/test/keys.py:VerifyingKey:from_pem,VerifyingKey:from_pem,method,2,2,2,39,19.5,0,0,"['klass', 'string']","[None, None]","[None, None]",56,[]
parser/test/keys.py:VerifyingKey:from_der,VerifyingKey:from_der,method,19,64,38,683,10.67,0,3,"['klass', 'string']","[None, None]","[None, None]",60,[]
parser/test/keys.py:VerifyingKey:from_public_key_recovery,VerifyingKey:from_public_key_recovery,method,4,8,8,137,17.12,0,0,"['klass', 'signature', 'data', 'curve', 'hashfunc', 'sigdecode']","[None, None, None, None, None, None]","[None, None, None, None, 'sha1', 'sigdecode_string']",83,[]
parser/test/keys.py:VerifyingKey:from_public_key_recovery_with_digest,VerifyingKey:from_public_key_recovery_with_digest,method,13,24,23,288,12.0,0,0,"['klass', 'signature', 'digest', 'curve', 'hashfunc', 'sigdecode']","[None, None, None, None, None, None]","[None, None, None, None, 'sha1', 'sigdecode_string']",91,[]
parser/test/keys.py:VerifyingKey:to_string,VerifyingKey:to_string,method,6,11,8,145,13.18,0,0,['self'],[None],[None],106,[]
parser/test/keys.py:VerifyingKey:to_pem,VerifyingKey:to_pem,method,2,4,4,42,10.5,0,0,['self'],[None],[None],115,[]
parser/test/keys.py:VerifyingKey:to_der,VerifyingKey:to_der,method,9,16,14,290,18.12,0,0,['self'],[None],[None],118,[]
parser/test/keys.py:VerifyingKey:verify,VerifyingKey:verify,method,18,51,45,496,9.73,0,2,"['self', 'signature', 'data', 'hashfunc', 'sigdecode']","[None, None, None, None, None]","[None, None, None, 'None', 'sigdecode_string']",127,[]
parser/test/keys.py:VerifyingKey:verify_digest,VerifyingKey:verify_digest,method,13,36,34,303,8.42,0,2,"['self', 'signature', 'digest', 'sigdecode']","[None, None, None, None]","[None, None, None, 'sigdecode_string']",132,[]
parser/test/keys.py:SigningKey:__init__,SigningKey:__init__,method,2,10,10,95,9.5,0,1,"['self', '_error__please_use_generate']","[None, None]","[None, 'None']",23,[]
parser/test/keys.py:SigningKey:generate,SigningKey:generate,method,4,7,7,93,13.29,0,0,"['klass', 'curve', 'entropy', 'hashfunc']","[None, None, None, None]","[None, 'NIST192p', 'None', 'sha1']",151,[]
parser/test/keys.py:SigningKey:from_secret_exponent,SigningKey:from_secret_exponent,method,21,34,31,414,12.18,0,0,"['klass', 'secexp', 'curve', 'hashfunc']","[None, None, None, None]","[None, None, 'NIST192p', 'sha1']",161,[]
parser/test/keys.py:SigningKey:from_string,SigningKey:from_string,method,4,11,11,148,13.45,0,0,"['klass', 'string', 'curve', 'hashfunc']","[None, None, None, None]","[None, None, 'NIST192p', 'sha1']",178,[]
parser/test/keys.py:SigningKey:from_pem,SigningKey:from_pem,method,7,13,13,168,12.92,0,1,"['klass', 'string', 'hashfunc']","[None, None, None]","[None, None, 'sha1']",184,[]
parser/test/keys.py:SigningKey:from_der,SigningKey:from_der,method,22,88,59,735,8.35,0,5,"['klass', 'string', 'hashfunc']","[None, None, None]","[None, None, 'sha1']",193,[]
parser/test/keys.py:SigningKey:to_string,SigningKey:to_string,method,5,7,6,91,13.0,0,0,['self'],[None],[None],106,[]
parser/test/keys.py:SigningKey:to_pem,SigningKey:to_pem,method,2,5,5,45,9.0,0,0,['self'],[None],[None],115,[]
parser/test/keys.py:SigningKey:to_der,SigningKey:to_der,method,7,11,11,263,23.91,0,0,['self'],[None],[None],118,[]
parser/test/keys.py:SigningKey:get_verifying_key,SigningKey:get_verifying_key,method,2,2,2,24,12.0,0,0,['self'],[None],[None],250,[]
parser/test/keys.py:SigningKey:sign_deterministic,SigningKey:sign_deterministic,method,6,12,11,184,15.33,0,0,"['self', 'data', 'hashfunc', 'sigencode', 'extra_entropy']","[None, None, None, None, None]","[None, None, 'None', 'sigencode_string', ""b''""]",253,[]
parser/test/keys.py:SigningKey:sign_digest_deterministic,SigningKey:sign_digest_deterministic,method,17,43,34,364,8.47,1,0,"['self', 'digest', 'hashfunc', 'sigencode', 'extra_entropy']","[None, None, None, None, None]","[None, None, 'None', 'sigencode_string', ""b''""]",263,"['        """"""\n', ""        Calculates 'k' from data itself, removing the need for strong\n"", '        random generator and producing deterministic (reproducible) signatures.\n', '        See RFC 6979 for more details.\n', '        """"""\n']"
parser/test/keys.py:SigningKey:sign,SigningKey:sign,method,41,148,103,1387,9.37,1,2,"['self', 'data', 'hashfunc', 'sigencode', 'extra_entropy']","[None, None, None, None, None]","[None, None, 'None', 'sigencode_string', ""b''""]",289,[]
parser/test/keys.py:SigningKey:sign_digest,SigningKey:sign_digest,method,17,43,34,364,8.47,1,0,"['self', 'digest', 'hashfunc', 'sigencode', 'extra_entropy']","[None, None, None, None, None]","[None, None, 'None', 'sigencode_string', ""b''""]",306,"['""""""Automation of L_RTOS_KTCPTLS_*.""""""\n']"
parser/test/keys.py:SigningKey:sign_number,SigningKey:sign_number,method,11,25,23,165,6.6,0,1,"['self', 'number', 'entropy', 'k']","[None, None, None, None]","[None, None, 'None', 'None']",315,[]
parser/test/test2.py:prepare_target_and_clean_up_test,prepare_target_and_clean_up_test,function,8,40,30,535,13.38,0,0,"['target', 'prep_target']","[None, None]","[None, None]",44,"['    """"""Set up target init and clean up test config.""""""\n']"
parser/test/test2.py:clean_up_config_test,clean_up_config_test,function,6,17,17,241,14.18,0,1,"['target', 'prep_target']","[None, None]","[None, None]",64,"['    """"""Clean up configuration after testing.""""""\n']"
parser/test/test2.py:check_default_network_config,check_default_network_config,function,22,87,70,955,10.98,1,5,['target'],[None],[None],74,"['    """"""Check and set default network config.""""""\n']"
parser/test/test2.py:check_module_env,check_module_env,function,9,57,52,553,9.7,1,1,"['target', 'prep_target']","[None, None]","[None, None]",115,"['    """"""Verify information about module status and network status.""""""\n']"
parser/test/test2.py:provision_certificates_to_target,provision_certificates_to_target,function,7,37,28,384,10.38,0,3,"['target', 'auth', 'nist', 'root_ca_path', 'client_cert_path', 'client_key_path']","[None, None, None, None, None, None]","[None, None, None, None, None, None]",142,"['    """"""Provide certificates to target.""""""\n']"
parser/test/test2.py:config_session_connection,config_session_connection,function,2,7,7,97,13.86,0,0,"['target', 'prep_target', 'sid']","[None, None, None]","[None, None, '1']",159,"['    """"""Session configuration.""""""\n']"
parser/test/test2.py:config_cipher_suite_and_tcps_action,config_cipher_suite_and_tcps_action,function,8,34,27,335,9.85,0,3,"['target', 'auth', 'nist_value', 'profile_id', 'config_cipher', 'valid']","[None, None, None, None, None, None]","[None, None, None, '0', '1', '1']",163,"['    """"""Verify TCPS operations by using specified cipher suite.""""""\n']"
